date,race,horseCode,place,model_prob,public_prob,odds
2024-01-01,1,HK_2022_H170,1,0.10358120434407793,0.3507884980192813,2.3
2024-01-01,1,HK_2022_H404,8,0.09075189150048653,0.015222897083855602,53.0
2024-01-01,1,HK_2022_H159,6,0.08792674516837114,0.05762953896031049,14.0
2024-01-01,1,HK_2022_H402,3,0.1011008470558084,0.03507884980192813,23.0
2024-01-01,1,HK_2022_H353,13,0.10904087006809841,0.018763105708008068,43.0
2024-01-01,1,HK_2022_H466,4,0.08219736798789712,0.1075751393925796,7.5
2024-01-01,1,HK_2022_H440,12,0.08881958481757785,0.0806813545444347,10.0
2024-01-01,1,HK_2022_H483,5,0.0668145644204488,0.05762953896031049,14.0
2024-01-01,1,HK_2022_H326,7,0.07246695385409942,0.038419692640207,21.0
2024-01-01,1,HK_2022_H426,9,0.05471809439527278,0.09381552854004034,8.6
2024-01-01,1,HK_2022_H384,11,0.06403357362256464,0.008769712450482033,92.0
2024-01-01,1,HK_2021_G025,10,0.0443603646987673,0.038419692640207,21.0
2024-01-01,1,HK_2021_H012,2,0.01984433847200269,0.09720645125835504,8.3
2024-01-01,2,HK_2022_H056,5,0.10358119531923568,0.025737734671986943,32.0
2024-01-01,2,HK_2022_H322,2,0.09075188266064885,0.2225966241901573,3.7
2024-01-01,2,HK_2022_H486,11,0.08792674738799712,0.011438993187549752,72.0
2024-01-01,2,HK_2023_J059,7,0.10110086699031491,0.024223750279517123,34.0
2024-01-01,2,HK_2023_J027,1,0.1090408917149255,0.45755972750199014,1.8
2024-01-01,2,HK_2021_G210,10,0.08219735245511627,0.03294430038014329,25.0
2024-01-01,2,HK_2022_H348,9,0.0888195751256367,0.010295093868794777,80.0
2024-01-01,2,HK_2022_H148,6,0.06681456444903736,0.04334776365808327,19.0
2024-01-01,2,HK_2022_H097,3,0.0724669547755441,0.12478901659145185,6.6
2024-01-01,2,HK_2022_H290,12,0.05471808611919369,0.006239450829572593,132.0
2024-01-01,2,HK_2022_H247,8,0.06403358233800246,0.019153663011711213,43.0
2024-01-01,2,HK_2020_E188,4,0.04436036523631383,0.021673881829041636,38.0
2024-01-01,3,HK_2020_E306,1,0.12339823328632529,0.25543254480050276,3.2
2024-01-01,3,HK_2022_H420,10,0.1007594140906173,0.08340654524098047,9.8
2024-01-01,3,HK_2023_J077,8,0.09322865012569347,0.01385396853155269,59.0
2024-01-01,3,HK_2021_G269,9,0.11568485099774811,0.016027140065913898,51.0
2024-01-01,3,HK_2022_H227,3,0.13056712532421075,0.08173841433616089,10.0
2024-01-01,3,HK_2022_H062,2,0.08185178467763665,0.0888461025393053,9.2
2024-01-01,3,HK_2022_H357,5,0.09114040804129282,0.04808142019774169,17.0
2024-01-01,3,HK_2022_H289,6,0.06141673629806745,0.32695365734464354,2.5
2024-01-01,3,HK_2022_H024,7,0.062133891875634284,0.07430764939650988,11.0
2024-01-01,3,HK_2022_H329,4,0.03918967678850353,0.01135255754668901,72.0
2024-01-01,4,HK_2021_G015,11,0.09738461879091695,0.13120201879475238,6.2
2024-01-01,4,HK_2021_G427,8,0.0840673900262043,0.03253810066109859,25.0
2024-01-01,4,HK_2020_E488,10,0.08519627186095144,0.1333528715618795,6.1
2024-01-01,4,HK_2022_H022,2,0.09920843361278968,0.16269050330549298,5.0
2024-01-01,4,HK_2019_D136,6,0.10699508853363637,0.07395022877522407,11.0
2024-01-01,4,HK_2021_G126,9,0.0826519367711095,0.0992015264057884,8.2
2024-01-01,4,HK_2022_H261,13,0.09179403058861907,0.006162519064602007,132.0
2024-01-01,4,HK_2021_G437,5,0.06241119927872977,0.07395022877522407,11.0
2024-01-01,4,HK_2020_E494,12,0.08239638115581231,0.0581037511805332,14.0
2024-01-01,4,HK_2021_G414,3,0.063392657407107,0.02324150047221328,35.0
2024-01-01,4,HK_2019_D087,1,0.06387946112496606,0.1333528715618795,6.1
2024-01-01,4,HK_2022_H030,4,0.03778503047226083,0.036975114387612036,22.0
2024-01-01,4,HK_2020_E296,7,0.024599650636277965,0.026240403758950478,31.0
2024-01-01,4,HK_2021_G174,14,0.018237849740618855,0.00903836129474961,90.0
2024-01-01,5,HK_2021_G003,7,0.10398070672319985,0.06786585838297096,12.0
2024-01-01,5,HK_2022_H163,11,0.08937243673353581,0.01566135193453176,52.0
2024-01-01,5,HK_2021_G112,10,0.08787432171586726,0.045243905588647305,18.0
2024-01-01,5,HK_2021_G339,9,0.10298322771868552,0.04790531179974421,17.0
2024-01-01,5,HK_2021_G241,1,0.11191491906835355,0.058170735756832244,14.0
2024-01-01,5,HK_2022_H385,12,0.08280719111507076,0.007906701947530596,103.0
2024-01-01,5,HK_2019_D507,4,0.09116651046045572,0.09581062359948841,8.5
2024-01-01,5,HK_2022_H242,3,0.06402001387594687,0.2808242415847074,2.9
2024-01-01,5,HK_2021_G212,6,0.07570071356844582,0.16620210216237785,4.9
2024-01-01,5,HK_2022_H087,5,0.05598708521053246,0.03132270386906352,26.0
2024-01-01,5,HK_2022_H363,7,0.06271426554805482,0.009811931332477729,83.0
2024-01-01,5,HK_2022_H235,2,0.039323009702846995,0.173274532041628,4.7
2024-01-01,6,HK_2018_C483,6,0.10398072000738728,0.04309748184381248,20.0
2024-01-01,6,HK_2022_H090,3,0.08937246101196537,0.12492023722844196,6.9
2024-01-01,6,HK_2022_H161,1,0.08787430187662597,0.2873165456254165,3.0
2024-01-01,6,HK_2019_D362,12,0.10298321225275071,0.01077437046095312,80.0
2024-01-01,6,HK_2021_G230,2,0.11191491158110885,0.12313566241089277,7.0
2024-01-01,6,HK_2021_H019,5,0.08280716158065178,0.1180752927227739,7.3
2024-01-01,6,HK_2022_H278,4,0.09116649725365716,0.07835905789784087,11.0
2024-01-01,6,HK_2017_B385,7,0.0640200237308247,0.039179528948920433,22.0
2024-01-01,6,HK_2021_G372,10,0.07570073201868453,0.024627132482178557,35.0
2024-01-01,6,HK_2022_H271,11,0.055987091568163845,0.057463309125083295,15.0
2024-01-01,6,HK_2021_G382,8,0.06271427826672679,0.039179528948920433,22.0
2024-01-01,6,HK_2021_G272,9,0.03932301142412644,0.05387185230476559,16.0
2024-01-01,7,HK_2020_E314,7,0.16523730870988335,0.2461246751730809,3.3
2024-01-01,7,HK_2020_E058,3,0.1358266176329686,0.19338367335027784,4.2
2024-01-01,7,HK_2019_D435,2,0.09788985824912363,0.062477802159320535,13.0
2024-01-01,7,HK_2022_H115,8,0.12250549996479435,0.2388857141385785,3.4
2024-01-01,7,HK_2020_E269,4,0.1439576336489972,0.0477771428277157,17.0
2024-01-01,7,HK_2019_D334,6,0.06843112632905705,0.010686992474620616,76.0
2024-01-01,7,HK_2021_G173,5,0.0688736713639406,0.0812211428071167,10.0
2024-01-01,7,HK_2022_H164,1,0.06740027688346549,0.11944285706928925,6.8
2024-01-01,8,HK_2022_H175,9,0.11882772725411349,0.08484151892257012,9.6
2024-01-01,8,HK_2022_H446,10,0.10110141038088451,0.023955252401666856,34.0
2024-01-01,8,HK_2021_G426,2,0.09261780875287642,0.08144785816566731,10.0
2024-01-01,8,HK_2021_G337,1,0.1101772730234411,0.3393660756902805,2.4
2024-01-01,8,HK_2023_J079,11,0.12188387023723594,0.015367520408616473,53.0
2024-01-01,8,HK_2022_H216,6,0.08153934973643637,0.10309855464008519,7.9
2024-01-01,8,HK_2021_G412,5,0.08795501924470873,0.030165873394691595,27.0
2024-01-01,8,HK_2023_J018,13,0.0666135324845846,0.0038059746806386593,214.0
2024-01-01,8,HK_2023_J083,7,0.060869478128487996,0.14042734166494364,5.8
2024-01-01,8,HK_2022_H394,12,0.0410478255234279,0.0046541633237524175,175.0
2024-01-01,8,HK_2021_G461,3,0.058892484138575785,0.08144785816566731,10.0
2024-01-01,8,HK_2021_G261,14,0.042322196717264414,0.008227056380370436,99.0
2024-01-01,8,HK_2022_H297,8,0.009897635848009673,0.009151444737715429,89.0
2024-01-01,8,HK_2020_E294,4,0.006254388529953247,0.07404350742333392,11.0
2024-01-01,9,HK_2022_H338,3,0.11834765485618054,0.3556853368554791,2.3
2024-01-01,9,HK_2021_G396,10,0.10264149051853866,0.00870293909327236,94.0
2024-01-01,9,HK_2021_G065,7,0.09265465713946401,0.016695434178930647,49.0
2024-01-01,9,HK_2022_H167,4,0.10814192827332693,0.009976539936190265,82.0
2024-01-01,9,HK_2021_H009,5,0.11873024417248858,0.06292894421289245,13.0
2024-01-01,9,HK_2021_G016,8,0.08092278361857146,0.011686803925251454,70.0
2024-01-01,9,HK_2022_H411,1,0.0856737533754226,0.16040711269952979,5.1
2024-01-01,9,HK_2021_G195,9,0.06950748326700115,0.03146447210644623,26.0
2024-01-01,9,HK_2022_H360,14,0.05825770063551484,0.0047015877860207,174.0
2024-01-01,9,HK_2022_H076,11,0.0401094797212978,0.0031956104483109446,256.0
2024-01-01,9,HK_2020_E422,12,0.060119454027373155,0.007574780321922239,108.0
2024-01-01,9,HK_2023_J107,13,0.047734281139417474,0.004898660327949712,167.0
2024-01-01,9,HK_2023_J062,2,0.010423025258536443,0.31464472106446223,2.6
2024-01-01,9,HK_2022_H298,6,0.0067360639968665325,0.007437057043341834,110.0
2024-01-01,10,HK_2023_J080,12,0.1188277235107925,0.022460920943838048,36.0
2024-01-01,10,HK_2021_G123,4,0.10110140138644486,0.02608365012832806,31.0
2024-01-01,10,HK_2023_J075,9,0.09261780231298387,0.014973947295892033,54.0
2024-01-01,10,HK_2022_H258,7,0.11017727190646673,0.040429657698908494,20.0
2024-01-01,10,HK_2022_H078,5,0.12188387645359998,0.08422845353939269,9.6
2024-01-01,10,HK_2018_C341,13,0.08153935184698699,0.027882522550971373,29.0
2024-01-01,10,HK_2020_E447,10,0.0879550303528135,0.044921841887676096,18.0
2024-01-01,10,HK_2020_E279,2,0.06661352971375642,0.08602054829554999,9.4
2024-01-01,10,HK_2022_H186,6,0.060869475949497466,0.3850443590372237,2.1
2024-01-01,10,HK_2022_H044,3,0.041047829797174626,0.08694550042776018,9.3
2024-01-01,10,HK_2022_H041,1,0.05889247793679437,0.12439894676587229,6.5
2024-01-01,10,HK_2021_G035,14,0.042322203215882676,0.022460920943838048,36.0
2024-01-01,10,HK_2021_G095,11,0.009897636372048641,0.02378215158759323,34.0
2024-01-01,10,HK_2022_H254,8,0.006254389244757159,0.010366578897156023,78.0
2024-01-04,1,HK_2022_H462,4,0.10358108750921755,0.30094815895206756,2.7
2024-01-04,1,HK_2020_E105,6,0.090751891514205,0.024623031186987346,33.0
2024-01-04,1,HK_2021_G264,2,0.08792679541300306,0.12127761629411676,6.7
2024-01-04,1,HK_2022_H430,5,0.10110095536768837,0.08125600291705824,10.0
2024-01-04,1,HK_2022_H377,1,0.1090409260929187,0.32502401166823297,2.5
2024-01-04,1,HK_2022_H443,3,0.08219728648073821,0.011444507453106795,71.0
2024-01-04,1,HK_2021_G203,8,0.08881968653287149,0.05417066861137216,15.0
2024-01-04,1,HK_2022_H046,7,0.06681451574556131,0.08125600291705824,10.0
2024-01-04,2,HK_2022_H358,8,0.10358109145334637,0.010017600451958176,81.0
2024-01-04,2,HK_2020_E351,5,0.09075189884838293,0.08114256366086124,10.0
2024-01-04,2,HK_2022_H063,2,0.08792679939206288,0.19319658014490768,4.2
2024-01-04,2,HK_2023_J086,7,0.1011009199242424,0.06241735666220095,13.0
2024-01-04,2,HK_2023_J089,10,0.10904091887879952,0.1248347133244019,6.5
2024-01-04,2,HK_2021_G249,4,0.08219728220305186,0.04507920203381179,18.0
2024-01-04,2,HK_2022_H325,9,0.08881968656917495,0.026175020535761685,31.0
2024-01-04,2,HK_2021_G031,6,0.0668145174402576,0.19790869185575913,4.1
2024-01-04,2,HK_2019_D090,3,0.07246699844882147,0.11932729950126653,6.8
2024-01-04,2,HK_2022_H277,1,0.054718036076713945,0.1399009718290711,5.8
2024-01-04,3,HK_2020_E310,4,0.09769801295061249,0.03410456799845479,24.0
2024-01-04,3,HK_2022_H197,8,0.08234142828835962,0.020987426460587565,39.0
2024-01-04,3,HK_2020_E400,6,0.08499685104822698,0.048147625409583235,17.0
2024-01-04,3,HK_2022_H101,9,0.1013606322854199,0.0163701926392583,50.0
2024-01-04,3,HK_2020_E107,1,0.11035530053958074,0.09301245817760398,8.8
2024-01-04,3,HK_2022_H248,10,0.08328585383743664,0.09861561830878493,8.3
2024-01-04,3,HK_2020_E069,12,0.09468456204647084,0.07440996654208319,11.0
2024-01-04,3,HK_2021_H004,3,0.059070938037639145,0.2098742646058757,3.9
2024-01-04,3,HK_2021_G129,2,0.08687886493001166,0.14881993308416638,5.5
2024-01-04,3,HK_2020_E311,7,0.0651314170374898,0.10913461759505534,7.5
2024-01-04,3,HK_2019_D491,11,0.06213911944288175,0.04547275733127305,18.0
2024-01-04,3,HK_2021_G072,5,0.032448187487556714,0.10105057184727347,8.1
2024-01-04,4,HK_2021_G307,8,0.10430495876087348,0.09307590055126742,8.8
2024-01-04,4,HK_2022_H128,7,0.08752883259292439,0.2100174166285009,3.9
2024-01-04,4,HK_2021_G312,4,0.08765989551165206,0.0862176763001214,9.5
2024-01-04,4,HK_2021_G020,11,0.1052068200647084,0.020476698121278836,40.0
2024-01-04,4,HK_2022_H268,12,0.11541805871443411,0.005978597991614258,137.0
2024-01-04,4,HK_2022_H195,6,0.08343396329635674,0.12224894400763482,6.7
2024-01-04,4,HK_2020_E347,2,0.09402787705963303,0.12410120073502325,6.6
2024-01-04,4,HK_2021_G054,10,0.060587639223102056,0.025595872651598545,32.0
2024-01-04,4,HK_2022_H027,9,0.07981099735742053,0.10367948415837383,7.9
2024-01-04,4,HK_2021_G125,1,0.057516994197355835,0.12410120073502325,6.6
2024-01-04,4,HK_2019_D513,3,0.060999607799886967,0.04550377360284186,18.0
2024-01-04,4,HK_2021_G304,5,0.03376557396671578,0.03900323451672159,21.0
2024-01-04,5,HK_2020_E175,4,0.10305008418449817,0.09750135004665376,8.4
2024-01-04,5,HK_2020_E432,7,0.09203382846950736,0.04095056701959459,20.0
2024-01-04,5,HK_2020_E386,6,0.08786583769853848,0.07445557639926288,11.0
2024-01-04,5,HK_2023_J056,11,0.09912502462833979,0.008902297178172735,92.0
2024-01-04,5,HK_2022_H118,8,0.10610373099491004,0.2641972065780296,3.1
2024-01-04,5,HK_2020_E158,9,0.08148677109731445,0.11219333430025913,7.3
2024-01-04,5,HK_2022_H057,10,0.08642162536260682,0.011219333430025914,73.0
2024-01-04,5,HK_2018_C361,3,0.06964114263109374,0.05118820877449323,16.0
2024-01-04,5,HK_2022_H281,2,0.06928194150506352,0.10111251115949281,8.1
2024-01-04,5,HK_2019_D474,5,0.0534088582545673,0.02275031501088588,36.0
2024-01-04,5,HK_2021_G456,1,0.0652963355767941,0.2155293001031294,3.8
2024-01-04,6,HK_2022_H474,2,0.12323320621216517,0.08161329192198383,10.0
2024-01-04,6,HK_2020_E461,6,0.10208167723676723,0.03548403996607992,23.0
2024-01-04,6,HK_2019_D288,7,0.09341507610739895,0.023318083406281092,35.0
2024-01-04,6,HK_2021_G165,1,0.11427229256430922,0.12752076862809972,6.4
2024-01-04,6,HK_2022_H116,5,0.12824280260730397,0.04800781877763754,17.0
2024-01-04,6,HK_2022_H342,8,0.08152544392688511,0.007419390174725801,110.0
2024-01-04,6,HK_2022_H111,3,0.08951371511294778,0.14838780349451605,5.5
2024-01-04,6,HK_2023_J111,11,0.0635149553398947,0.022670358867217726,36.0
2024-01-04,6,HK_2020_E369,10,0.06022568585399779,0.023318083406281092,35.0
2024-01-04,6,HK_2023_J054,9,0.0385812814427871,0.07419390174725803,11.0
2024-01-04,6,HK_2021_G466,4,0.05610447689485934,0.4080664596099191,2.0
2024-01-04,7,HK_2021_G221,9,0.11834753581231866,0.03568462764081889,23.0
2024-01-04,7,HK_2022_H303,5,0.10264148106924365,0.1025933044673543,8.0
2024-01-04,7,HK_2022_H092,3,0.0926546964118266,0.03908316360661116,21.0
2024-01-04,7,HK_2021_G449,1,0.10814202115167611,0.11091168050524788,7.4
2024-01-04,7,HK_2021_G343,11,0.11873030210667229,0.08207464357388346,10.0
2024-01-04,7,HK_2022_H055,8,0.08092270201353793,0.02279851210385651,36.0
2024-01-04,7,HK_2022_H294,2,0.08567387039828032,0.39083163606611165,2.1
2024-01-04,7,HK_2022_H082,6,0.06950742745215319,0.015783585302669895,52.0
2024-01-04,7,HK_2022_H059,4,0.05825772828165792,0.13679107262313908,6.0
2024-01-04,7,HK_2020_E234,7,0.04010943053842209,0.008731345061051431,94.0
2024-01-04,7,HK_2022_H366,10,0.06011942833044775,0.05471642904925563,15.0
2024-01-04,8,HK_2022_H093,3,0.1381640039544827,0.2146743689935978,3.8
2024-01-04,8,HK_2021_G265,4,0.11811148488780468,0.23993017711049167,3.4
2024-01-04,8,HK_2021_G467,9,0.09642811647768967,0.05438417347837811,15.0
2024-01-04,8,HK_2020_E203,8,0.11496160821162675,0.033990108423986316,24.0
2024-01-04,8,HK_2021_G102,12,0.1294503496700595,0.010326108888299641,79.0
2024-01-04,8,HK_2021_G258,1,0.07646460765109139,0.1897122330641097,4.3
2024-01-04,8,HK_2022_H308,10,0.07863852179256677,0.05438417347837811,15.0
2024-01-04,8,HK_2021_G455,2,0.07102864859892925,0.09165871934558108,8.9
2024-01-04,8,HK_2021_G246,5,0.041281847266017406,0.040788130108783585,20.0
2024-01-04,8,HK_2022_H069,7,0.024928838221036,0.03021342971021006,27.0
2024-01-04,8,HK_2019_D476,11,0.053105390291665125,0.027192086739189054,30.0
2024-01-04,8,HK_2020_E061,6,0.05117708548515719,0.01274629065899487,64.0
2024-01-07,1,HK_2020_E429,6,0.09699950798552727,0.10527768311530702,7.8
2024-01-07,1,HK_2022_H314,9,0.08535527359216971,0.06843049402494955,12.0
2024-01-07,1,HK_2022_H177,8,0.08523737709399833,0.01520677644998879,54.0
2024-01-07,1,HK_2021_G004,10,0.09738415982849961,0.10664492575316813,7.7
2024-01-07,1,HK_2021_G414,1,0.10423568500153195,0.1368609880498991,6.0
2024-01-07,1,HK_2020_E494,5,0.08203397251858144,0.08735807747865901,9.4
2024-01-07,1,HK_2018_C102,4,0.08942097706514746,0.04830387813525851,17.0
2024-01-07,1,HK_2021_G042,3,0.06512818958349385,0.16423318565987893,5.0
2024-01-07,1,HK_2021_G251,2,0.07886778656249172,0.1710762350623739,4.8
2024-01-07,1,HK_2020_E328,7,0.06194889130308162,0.09660775627051701,8.5
2024-01-07,2,HK_2021_G315,1,0.10358120194529556,0.16229443695820522,5.0
2024-01-07,2,HK_2019_D487,9,0.09075187516431275,0.05796229891364472,14.0
2024-01-07,2,HK_2021_G252,13,0.0879266862211347,0.015310795939453321,53.0
2024-01-07,2,HK_2022_H488,10,0.10110090317947598,0.006440255434849413,126.0
2024-01-07,2,HK_2022_H460,11,0.10904092675361636,0.1308826104501655,6.2
2024-01-07,2,HK_2023_J047,4,0.0821973214362964,0.00943572307896542,86.0
2024-01-07,2,HK_2022_H478,12,0.08881955610366499,0.005923154633511139,137.0
2024-01-07,2,HK_2022_H485,3,0.0668145742037278,0.23184919565457887,3.5
2024-01-07,2,HK_2023_J096,6,0.0724669604576007,0.08114721847910261,10.0
2024-01-07,2,HK_2023_J092,2,0.05471812171298428,0.10143402309887826,8.0
2024-01-07,2,HK_2023_J011,7,0.06403356275754225,0.098960022535491,8.2
2024-01-07,2,HK_2021_G413,8,0.04436036922480434,0.07377019861736601,11.0
2024-01-07,2,HK_2022_H144,5,0.019844340979339178,0.024590066205788668,33.0
2024-01-07,3,HK_2020_E414,8,0.1039807378532159,0.0370202510131434,22.0
2024-01-07,3,HK_2022_H300,1,0.08937242019811635,0.25451422571536086,3.2
2024-01-07,3,HK_2022_H228,7,0.0878742774073895,0.1313621810143798,6.2
2024-01-07,3,HK_2022_H230,2,0.1029832846944835,0.22623486730254302,3.6
2024-01-07,3,HK_2022_H418,3,0.11191493411171834,0.0301646489736724,27.0
2024-01-07,3,HK_2020_E443,6,0.08280715135306364,0.1313621810143798,6.2
2024-01-07,3,HK_2023_J098,4,0.09116647431601035,0.0370202510131434,22.0
2024-01-07,3,HK_2023_J048,14,0.06402002654346095,0.005540445729858196,147.0
2024-01-07,3,HK_2023_J005,12,0.07570070752212443,0.007907238080477231,103.0
2024-01-07,3,HK_2017_B385,5,0.055987128995449734,0.09470296770804126,8.6
2024-01-07,3,HK_2021_G298,9,0.0627142451846764,0.009581712026931232,85.0
2024-01-07,3,HK_2022_H434,13,0.039323007411605986,0.004790856013465616,170.0
2024-01-07,3,HK_2022_H245,10,0.01884031476275229,0.026272436202875962,31.0
2024-01-07,3,HK_2022_H290,11,0.013315289645932583,0.003525738191727943,231.0
2024-01-07,4,HK_2020_E161,7,0.10441109754905756,0.054494656364516454,15.0
2024-01-07,4,HK_2022_H376,4,0.08636732527194943,0.263683821118628,3.1
2024-01-07,4,HK_2021_G189,8,0.08745678550371361,0.04541221363709704,18.0
2024-01-07,4,HK_2019_D241,9,0.10647311332867374,0.016682037662607077,49.0
2024-01-07,4,HK_2022_H168,12,0.11747220172627097,0.007170349521646901,114.0
2024-01-07,4,HK_2022_H296,11,0.08374101496073287,0.0263683821118628,31.0
2024-01-07,4,HK_2017_B370,10,0.09570577895773365,0.03269679381870987,25.0
2024-01-07,4,HK_2021_G143,14,0.05856730847062767,0.04541221363709704,18.0
2024-01-07,4,HK_2021_G463,3,0.08231326554271541,0.030274809091398028,27.0
2024-01-07,4,HK_2021_G029,5,0.05840526032601655,0.22092428255885047,3.7
2024-01-07,4,HK_2022_H276,6,0.05994228920614499,0.08514790056955697,9.6
2024-01-07,4,HK_2022_H354,1,0.03078930838018243,0.08789460703954266,9.3
2024-01-07,4,HK_2017_B213,13,0.016921585390300375,0.020959483217121714,39.0
2024-01-07,4,HK_2022_H251,2,0.011433665385880807,0.06287844965136515,13.0
2024-01-07,5,HK_2020_E204,2,0.11772229892763819,0.08420426577434707,9.7
2024-01-07,5,HK_2022_H264,4,0.10407489072518845,0.11837411275524153,6.9
2024-01-07,5,HK_2020_E114,1,0.09257574225647193,0.042988493579535075,19.0
2024-01-07,5,HK_2018_C201,10,0.10601169797905247,0.04083906890055833,20.0
2024-01-07,5,HK_2020_E322,8,0.11551385977058809,0.04083906890055833,20.0
2024-01-07,5,HK_2022_H266,7,0.0802105739080245,0.2552441806284895,3.2
2024-01-07,5,HK_2021_G208,5,0.08334742799255714,0.07425285254646968,11.0
2024-01-07,5,HK_2023_J051,9,0.0724365881858191,0.1150396307057981,7.1
2024-01-07,5,HK_2020_E336,3,0.055688367464737064,0.20419534450279164,4.0
2024-01-07,5,HK_2022_H396,6,0.03914365078334796,0.02402298170621078,34.0
2024-01-07,6,HK_2020_E177,12,0.10358123562391866,0.058006776149262966,14.0
2024-01-07,6,HK_2019_D144,9,0.09075184159906756,0.08120948660896815,10.0
2024-01-07,6,HK_2020_E418,3,0.08792662334995957,0.06767457217414012,12.0
2024-01-07,6,HK_2022_H224,2,0.10110091135324834,0.30077587632951164,2.7
2024-01-07,6,HK_2022_H425,7,0.10904086378679355,0.03867118409950864,21.0
2024-01-07,6,HK_2022_H126,1,0.08219731043309778,0.08120948660896815,10.0
2024-01-07,6,HK_2021_G259,10,0.08881965159749981,0.040604743304484076,20.0
2024-01-07,6,HK_2021_H002,6,0.06681459630222146,0.04511638144942675,18.0
2024-01-07,6,HK_2022_H476,11,0.07246702118696824,0.012120818896860917,67.0
2024-01-07,6,HK_2020_E323,4,0.054718156110606264,0.08924119407578918,9.1
2024-01-07,6,HK_2022_H134,8,0.06403350059135585,0.06767457217414012,12.0
2024-01-07,6,HK_2022_H283,5,0.04436036046831739,0.11769490812893936,6.9
2024-01-07,7,HK_2021_G404,7,0.16312389051326984,0.199336513471885,4.1
2024-01-07,7,HK_2019_D108,6,0.13932915660904124,0.037149077510669475,22.0
2024-01-07,7,HK_2018_C188,5,0.09750093719610545,0.11844633409198964,6.9
2024-01-07,7,HK_2021_G161,3,0.11745884039031236,0.1702666052572351,4.8
2024-01-07,7,HK_2022_H223,8,0.13595364798693807,0.07429815502133895,11.0
2024-01-07,7,HK_2021_G045,9,0.06707897632447286,0.17766950113798446,4.6
2024-01-07,7,HK_2022_H301,2,0.06503590661252005,0.166791776578516,4.9
2024-01-07,7,HK_2020_E392,1,0.07303406312565298,0.03269118820938914,25.0
2024-01-07,7,HK_2021_G207,4,0.02342536752444746,0.023350848720992242,35.0
2024-01-07,8,HK_2021_G130,5,0.11834766990807251,0.058143210553732914,14.0
2024-01-07,8,HK_2021_G204,9,0.10264143213212737,0.07400044979566008,11.0
2024-01-07,8,HK_2020_E300,8,0.0926545125422168,0.08568473134234324,9.5
2024-01-07,8,HK_2022_H262,1,0.10814202255078581,0.06783374564602174,12.0
2024-01-07,8,HK_2022_H337,7,0.11873024760894177,0.18088998838939127,4.5
2024-01-07,8,HK_2021_G469,6,0.08092274079378667,0.2907160527686646,2.8
2024-01-07,8,HK_2022_H162,10,0.08567384437287394,0.058143210553732914,14.0
2024-01-07,8,HK_2020_E097,2,0.0695075126775036,0.06783374564602174,12.0
2024-01-07,8,HK_2022_H088,3,0.058257757709573865,0.08222272199517786,9.9
2024-01-07,8,HK_2022_H071,11,0.04010952162084515,0.004472554657979456,182.0
